@relation PresenceOfPecans
@attribute Site numeric
@attribute LATITUDE numeric
@attribute ELEV numeric
@attribute COKLM numeric
@attribute MWM numeric
@attribute MCM numeric
@attribute RHIGH numeric
@attribute RLOW numeric
@attribute RRCORR numeric
@attribute CMAT numeric
@attribute CRR numeric
@attribute RRCORR2 numeric
@attribute SEASON {1,2,3,4}
@attribute RRCORR3 numeric
@attribute ET numeric
@attribute BT numeric
@attribute PET numeric
@attribute AE numeric
@attribute RUNOFF numeric
@attribute BIO5 numeric
@attribute BAR5 numeric
@attribute NAGP numeric
@attribute TEMP numeric
@attribute WATD numeric
@attribute MI numeric
@attribute HIRX numeric
@attribute SNOWAC numeric
@attribute RRANGE numeric
@attribute TRANGE numeric
@attribute REVEN numeric
@attribute MRAIN numeric
@attribute MTEMP numeric
@attribute SDTEMP numeric
@attribute SDRAIN numeric
@attribute CVTEMP numeric
@attribute CVRAIN numeric
@attribute WSTORAGE numeric
@attribute PTOAE numeric
@attribute PTOWATD numeric
@attribute PTORUN numeric
@attribute PTOWATR numeric
@attribute PGROW numeric
@attribute GROWC numeric
@attribute WLTGRC numeric
@attribute WATDGRC numeric
@attribute RUNGRC numeric
@attribute WATRGRC numeric
@attribute WRET numeric
@attribute PERWLTG numeric
@attribute PERWDEF numeric
@attribute PERWRET numeric
@attribute DEFPER numeric
@attribute AVWAT numeric
@attribute CLIM numeric
@attribute CLASS {D, W}
@attribute MEDSTAB numeric
@attribute SUCSTAB numeric
@attribute SUCSTAB2 numeric
@attribute WACCESS numeric
@attribute LLAT numeric
@attribute LBIO5 numeric
@attribute LNAGP numeric
@attribute LMEANELV numeric
@attribute LET numeric
@attribute LPET numeric
@attribute LAE numeric
@attribute LBT numeric
@attribute LTRANGE numeric
@attribute LCMAT numeric
@attribute LMCM numeric
@attribute LMWM numeric
@attribute LMTEMP numeric
@attribute LCVTEMP numeric
@attribute LCRR numeric
@attribute LREVEN numeric
@attribute LRRCORR2 numeric
@attribute LRRCORR3 numeric
@attribute LRRANGE numeric
@attribute LDEFPER numeric
@attribute LPERWDEF numeric
@attribute LPTOAE numeric
@attribute LRUNOFF numeric
@attribute LRHIGH numeric
@attribute LRLOW numeric
@attribute LCOKLM numeric
@attribute LPERWLTG numeric
@attribute LSNOWAC numeric
@attribute LWACCESS numeric
@attribute LPTORUN numeric
@attribute LRUNGRC numeric
@attribute LWRET numeric
@attribute LWLTGRC numeric
@attribute LBAR5 numeric
@attribute LMRAIN numeric
@attribute LWATD numeric
@attribute LCVRAIN numeric
@attribute LPTOWATD numeric
@attribute LPTOWATR numeric
@attribute LWATRGRC numeric
@attribute LHIRX numeric
@attribute LSSTAB2 numeric
@attribute EXPREY numeric
@attribute LEXPREY numeric
@attribute Pecans {0,1}
@data
1203,53.65,2051,1048,16.78,-19.33,66.55,0,0.1,0.0741,256.794,4.6,2,4.6,11.2292,5.7917,501.7599,338.557,162.2272,4336.7007,12.5306,346.0898,32.2134,163.2029,-48.8213,1.9539,0.762,66.55,36.11,3.1099,0,41.5507,13.2234,25.029,17851.3375,116.9608,149.6936,1.4821,3.0745,3.0929,38.9604,21,5,0,4,1,1,12.8787,0.001,0.8,0.2,80,4,2,D,0.0005,0.0326,0.0326,0.4246,1.7297,3.6372,2.5392,3.312,1.0503,2.7005,2.5296,0.7628,1.5576,1.545,1.4867,1.2248,1.6585,4.3191,2.4096,0.4927,-3,1.0253,1.8231,1.9031,-0.0915,0.1738,2.2102,1.8231,-2,3.0204,-1.9586,-0.1124,-0.3619,0.4918,0.0043,1.1102,-2,1.098,-2,2.2128,2.068,0.4892,1.5907,0.0043,0.2909,-1.3706,592.3425,2.7726,0
1204,59.57,1440,750,16.67,-26.33,53.34,0,0.1,-3.3333,217.932,4.6,2,4.6,11.0458,5.0602,473.678,211.6766,11.2408,3141.9338,19.7961,158.7146,26.2722,262.0014,-53.9915,2.1735,6.096,53.34,43,2.9371,0,30.274,15.6917,20.4837,-470.7522,112.7896,62.72,2.2377,1.8079,42.1392,200.016,24,3,1,3,0,1,2.3682,0.3333,1,0.3333,100,3,2,D,0.0005,10.7876,10.7876,0.1717,1.7751,3.4972,2.2006,3.1584,1.0432,2.6755,2.3257,0.7042,1.6335,1.5006,1.3742,1.2219,1.535,3.403,2.3383,0.4679,-3,1.0253,1.7271,2,0.0043,0.3517,1.0512,1.7271,-2,2.8751,-0.4643,0.7858,-0.7406,1.6248,-2,0.3762,0.0043,1.2966,-2,2.4183,2.0523,0.2596,2.3011,0.0043,0.3372,1.0333,102.5456,2.0109,0
1205,16.9,16,2,33.61,25.72,14.99,0.03,-2,29.9491,34.417,2.5,1,4.5,21.8881,29.9491,1941.0866,34.417,0,3.1539,0.4053,7.7811,47.2974,1906.6697,-98.2269,56.3991,0,14.96,7.89,5.2265,0.2001,89.9631,2.999,4.233,10.0137,147.5888,68.95,56.3991,1.0181,1941.0866,1941.0866,0,12,12,12,0,0,0,1,1,0,100,1,6,D,3.1281,225,0,0.02,1.2281,0.4988,0.891,1.2044,1.3402,3.288,1.5368,1.4764,0.8971,1.8126,1.8792,1.5265,1.973,3.4786,1.5368,0.7182,-3,1.0212,1.1749,2,0.0043,1.7513,-2,1.1758,-1.5229,0.3032,0.0043,-2,-1.5229,3.288,-2,-2,1.0795,-0.3922,-0.6988,3.2803,2.1691,0.012,3.288,-2,1.7513,-2,1.4733,0.1686,0
1206,18.3,6756,98,24.72,14.11,57.91,0,-3,19.287,288.798,1.5,1,4.5,16.3284,19.287,928.6814,298.8099,6.7997,1390.6991,4.944,281.2909,64.7295,629.8715,-68.9024,3.2157,0,57.91,10.61,2.4062,0,84.782,3.9627,17.9249,20.546,74.4808,94.1372,3.1079,1.4744,136.5768,391.139,5,12,6,10,2,4,2.3743,0.5,0.8333,0.3333,83.3333,2,4,D,0.7179,25.167,25.167,0.52,1.2627,3.1432,2.4492,3.8297,1.2129,2.9679,2.4754,1.2853,1.0257,1.7347,1.8069,1.393,1.9483,3.4801,2.4606,0.3813,-3,1.0212,1.7628,1.9209,-0.074,0.4939,0.8331,1.7628,-2,1.9913,-0.2924,-2,-0.2757,2.1354,0.3032,0.3774,0.7789,0.6941,-2,2.7993,1.872,0.1716,2.5923,0.6031,0.5073,1.401,1069.9786,3.0294,0
1207,24.65,2118,68,36,18.11,7.87,0.03,5,27.9491,32.385,9.5,4,4.5,18.0343,27.9491,1578.6897,32.6237,0,3.8477,0.5404,7.1198,45.6719,1546.0659,-97.9486,48.7476,0,7.84,17.89,2.9162,0.3812,77.9136,6.8809,2.8964,24.6195,107.3242,68.95,48.3909,1.0211,1578.6897,157868.97,0,12,12,12,0,1,0.01,1,1,0.0833,100,1,5,D,8.855,222.2198,0.0402,0.02,1.392,0.5852,0.8525,3.3259,1.2561,3.1983,1.5135,1.4464,1.2526,1.799,1.8332,1.5563,1.9134,3.4807,1.5103,0.4648,-3,1.0212,0.8943,2,0.0043,1.6849,-2,0.896,-1.5229,1.8326,0.0043,-2,-1.5229,3.1983,-2,-1.699,1.0795,-0.2673,-0.4188,3.1892,2.0307,0.0133,5.1983,0.0043,1.688,-1.2993,2.6862,0.4293,0
1208,24.7,2046,399,34.78,14.28,25.91,0.03,-3,25.3194,104.775,1.5,1,4.5,16.9552,25.3194,1400.6472,141.4512,11.0429,240.8974,2.9636,81.2844,46.9869,1259.196,-92.5195,13.3681,0,25.88,20.5,2.9675,0.1158,74.3043,7.715,8.8461,30.4707,101.3158,68.95,9.902,1.1123,126.8369,553.9439,4,12,8,10,2,2,2.5285,0.6667,0.8333,0.1667,83.3333,1,5,D,1.5921,74.0861,17.5318,0.3533,1.3929,2.3818,1.91,3.3109,1.2293,3.1463,2.1506,1.4035,1.3118,1.7805,1.8081,1.5413,1.8938,3.4815,2.0203,0.4724,-3,1.0212,1.413,1.9209,-0.074,0.9962,1.0435,1.4135,-1.5229,2.601,-0.1696,-2,-0.4397,2.1033,0.3032,0.4046,0.9036,0.4718,-0.9363,3.1001,2.0057,0.0501,2.7435,0.3032,1.1261,1.2441,88.4361,1.9466,0
1209,28.4,2528,134,31.22,11.28,16,0,4,22.4954,63.246,8.5,3,4.5,16.0755,22.4954,1242.8089,104.2487,1.0785,61.8943,1.2637,48.9776,51.2051,1138.5603,-94.911,19.6504,0,16,19.94,3.0358,0,73.8389,7.4521,5.246,33.1275,99.5351,68.95,11.9216,1.0916,1152.3495,658.1977,1,12,9,11,1,2,1.8882,0.75,0.9167,0.1667,91.6667,1,4,D,3.3432,98.6474,8.7776,0.27,1.4535,1.7917,1.69,3.4028,1.2062,3.0944,2.0181,1.3521,1.2997,1.7596,1.7873,1.4944,1.8912,3.4819,1.801,0.4823,-3,1.0212,1.2041,1.9623,-0.0331,1.0767,0.0368,1.2041,-2,2.1271,-0.1192,-2,-0.5528,3.0616,0.0043,0.2783,0.9547,0.1016,-2,3.0564,1.998,0.042,2.8184,0.3032,1.2934,0.9439,32.6476,1.5139,0
1210,21.48,4824,68,28.28,15.22,44.96,4.06,4,22.0833,167.132,8.5,3,4.5,16.9446,22.0833,1155.2682,167.132,0,235.2418,2.194,107.2208,57.8108,988.1362,-85.5331,6.9123,0,40.9,13.06,3.2281,9.0302,82.1779,5.0344,11.8132,22.7972,84.8183,68.95,6.9123,1.1691,1155.2682,1155.2682,1,12,11,12,0,0,0,0.9167,1,0,100,1,5,D,2.4114,87.6286,21.5293,0.1033,1.3322,2.3715,2.0303,3.6834,1.229,3.0627,2.2231,1.3441,1.1159,1.7565,1.8144,1.4515,1.9354,3.4804,2.2231,0.5089,-3,1.0212,1.6117,2,0.0043,0.8403,-2,1.6528,0.6085,1.8326,-0.0331,-2,-0.9458,3.0627,-2,-2,1.0418,0.3412,0.9557,2.9948,1.9285,0.0716,3.0627,-2,0.8396,1.3332,37.9938,1.5797,0
1211,14.67,121,3,28.28,22.39,245.11,0,-2,25.2824,616.458,2.5,1,4.5,20.528,25.2824,1420.6539,530.8864,36.8947,2681.0103,3.6711,730.3023,57.2195,889.7675,-56.6075,2.3045,0,245.11,5.89,4.7713,0,91.9623,2.3942,83.3953,9.4697,162.3377,68.95,2.676,1.5967,38.5056,840.9222,5,12,9,10,2,1,1.6894,0.75,0.8333,0.0833,83.3333,2,6,D,0.6143,80.9801,80.9801,0.27,1.1667,3.4283,2.8635,2.0828,1.3123,3.1525,2.725,1.4028,0.7701,1.7802,1.8597,1.4515,1.9821,3.4785,2.7899,0.6786,-3,1.0212,2.3894,1.9209,-0.074,0.4291,1.5671,2.3894,-2,0.4786,-0.1192,-2,-0.5528,1.5856,0.3032,0.2303,0.9547,0.5648,-2,2.9493,2.2104,0.2059,2.9248,0.0043,0.3626,1.9084,514.7074,2.7116,0
1212,14.65,23,100,30.22,23.72,239.01,0,2,27.3241,650.24,6.5,3,4.5,21.1571,27.3241,1691.2823,640.1913,115.756,2623.5249,2.6328,996.4929,53.2551,1051.091,-61.5534,2.601,0,239.01,6.5,4.4109,0,91.3587,2.1078,81.1164,7.7139,149.6981,153.3574,2.6418,1.6091,14.6108,108.6154,5,12,8,9,3,2,15.5713,0.6667,0.75,0.1667,75,2,6,D,0.6034,68.8291,68.8291,0.3533,1.1661,3.4189,2.9985,1.3619,1.3255,3.2282,2.8063,1.4365,0.8129,1.7947,1.8676,1.4803,1.9794,3.4782,2.8131,0.6445,-3,1.0212,2.3784,1.8751,-0.1192,0.4235,2.0636,2.3784,-2,2,-0.1696,-2,-0.4397,1.165,0.4786,1.1926,0.9036,0.4204,-2,3.0216,2.1752,0.2093,2.0359,0.3032,0.4151,1.8378,1050.9543,3.0216,0
1213,14.13,20,90,29.89,23.78,305.05,0,3,27.5324,823.214,7.5,3,4.5,21.2756,27.5324,1721.6057,694.2228,260.829,4033.8326,3.5386,1139.9561,53.7684,1027.3829,-52.1834,2.0913,0,305.05,6.11,4.4467,0,91.8414,1.8984,103.9809,6.8953,151.573,196.84,2.4799,1.6757,6.6005,62.8229,7,12,8,8,4,3,27.4041,0.6667,0.6667,0.25,66.6667,2,6,D,1.2268,62.3612,62.3612,0.3533,1.1504,3.6057,3.0569,1.3012,1.3279,3.2359,2.8415,1.4398,0.786,1.7961,1.8679,1.4755,1.9816,3.4781,2.9155,0.648,-3,1.0212,2.4844,1.824,-0.1696,0.3962,2.4164,2.4844,-2,1.9543,-0.1696,-2,-0.4397,0.8202,0.6031,1.438,0.9036,0.5488,-2,3.0117,2.1806,0.2268,1.7982,0.4786,0.3204,1.795,1496.3475,3.175,0
1214,15.63,49,340,33.72,23.11,213.11,0,3,28.463,526.542,7.5,3,4.5,20.197,28.463,1762.4538,520.0445,56.4749,1841.0707,2.6088,705.7116,48.1328,1242.4092,-70.1245,3.3472,0,213.11,10.61,4.8568,0,86.5218,3.4438,68.0523,12.0993,155.0925,68.95,3.389,1.4186,31.2077,423.1785,5,12,9,10,2,1,4.1648,0.75,0.8333,0.0833,83.3333,2,6,D,1.4641,86.3391,86.3391,0.27,1.1942,3.2651,2.8486,1.6903,1.3053,3.2461,2.716,1.4543,1.0257,1.8025,1.864,1.5279,1.9568,3.4789,2.7214,0.6864,-3,1.0212,2.3286,1.9209,-0.074,0.5314,1.7519,2.3286,-2,2.5315,-0.1192,-2,-0.5528,1.4944,0.3032,0.6206,0.9547,0.4164,-2,3.0943,2.1906,0.1549,2.6265,0.0043,0.5247,1.9363,325.3257,2.5123,0
1215,16.63,20,170,32.11,22.89,132.08,0,2,28.3287,311.15,6.5,3,4.5,20.271,28.3287,1754.9605,311.15,0,536.7541,1.7842,300.836,50.5934,1443.8105,-82.2703,5.6402,0,132.08,9.22,5.0939,0,88.0431,3.191,41.3904,11.2643,159.6286,68.95,5.6402,1.2155,1754.9605,1754.9605,2,12,10,12,0,0,0,0.8333,1,0,100,1,6,D,0.8784,131.8427,54.7013,0.1867,1.2212,2.7298,2.4783,1.3012,1.3069,3.2443,2.493,1.4522,0.9647,1.8016,1.8627,1.5066,1.964,3.4787,2.493,0.7071,-3,1.0212,2.1208,2,0.0043,0.7521,-2,2.1208,-2,2.2305,-0.074,-2,-0.7062,3.2443,-2,-2,1.0004,0.2514,-2,3.1595,2.2031,0.0883,3.2443,-2,0.7513,1.7381,71.0158,1.8514,0
1216,16.02,7,1,28,21.22,164.08,0,-1,24.3518,390.398,3.5,2,4.5,19.7444,24.3518,1309.4362,390.398,6.552,1065.7845,2.4309,438.4323,58.2068,919.0382,-70.1858,3.3541,0,164.08,6.78,5.0435,0,90.7123,2.7859,54.193,11.4401,166.5776,68.95,3.3541,1.4248,199.8529,2398.2348,2,12,10,11,1,1,0.546,0.8333,0.9167,0.0833,91.6667,2,6,D,0.1849,110.5621,110.5621,0.1867,1.2049,3.0277,2.6419,0.8457,1.2954,3.1171,2.5915,1.3865,0.8312,1.7734,1.8526,1.4472,1.9764,3.4788,2.5915,0.7027,-3,1.0212,2.2151,1.9623,-0.0331,0.5269,0.817,2.2151,-2,0.0043,-0.074,-2,-0.7062,2.3007,0.0043,-0.2549,1.0004,0.3858,-2,2.9633,2.2216,0.1568,3.3799,0.0043,0.5256,2.0436,339.9723,2.5314,0
1217,8.58,55,20,27.83,24.94,602.74,1.78,4,26.4028,2616.708,8.5,3,4.5,23.102,26.4028,1598.0969,1127.1888,1662.1134,29245.8614,11.4749,2548.675,56.5937,470.9081,63.739,0.6107,0,600.96,2.89,2.7641,0.2953,96.0319,1.0031,217.0928,3.7992,99.5569,174.52,1.4178,3.3936,0.9615,17.8657,18,12,3,4,8,8,89.4505,0.25,0.3333,0.6667,33.3333,5,7,W,0.9828,9.6129,9.6129,0.77,0.934,4.4661,3.4063,1.7404,1.3636,3.2036,3.052,1.4216,0.4609,1.7882,1.8747,1.4445,2.0001,3.4777,3.4178,0.4416,-3,1.0212,2.7788,1.523,-0.4643,0.1547,3.2207,2.7801,0.2504,1.3012,-0.585,-2,-0.1079,-0.0126,0.9036,1.9516,0.4786,1.0597,-0.5297,2.6729,1.9981,0.5319,1.2523,0.9036,-0.2142,0.9833,352.9035,2.5477,0
1218,7.95,65,95,27.78,24.5,607.06,4.83,3,26.088,3065.526,7.5,3,4.5,22.6108,26.088,1545.7753,1188.6998,1881.8689,54976.7127,19.7496,2783.6834,56.972,357.0755,98.3164,0.5042,0,602.23,3.28,2.3763,0.7956,95.4933,1.0449,228.1879,4.0052,89.3241,174.52,1.3004,4.329,0.8214,16.2706,22,12,3,4,8,8,95.0041,0.25,0.3333,0.6667,33.3333,6,7,W,0.4165,7.3141,7.3141,0.77,0.9009,4.7402,3.4446,1.813,1.3543,3.1891,3.0751,1.4164,0.5159,1.786,1.8722,1.4437,1.9978,3.4777,3.4865,0.3759,-3,1.0212,2.7798,1.523,-0.4643,0.1174,3.2746,2.7832,0.6839,1.9778,-0.585,-2,-0.1079,-0.0802,0.9036,1.9778,0.4786,1.2956,-0.0993,2.5528,1.951,0.6374,1.2117,0.9036,-0.2974,0.8648,317.4466,2.5017,0
1219,1.28,33,4,27.56,25.56,274.83,163.32,6,26.6713,2414.778,10.5,4,4.5,24.0445,26.6713,1651.5556,1651.5556,719.6836,41884.1164,8.7166,4805.1031,56.6213,0,46.2123,0.6839,0,111.51,2,1.3657,59.4258,97.2437,0.6639,37.7623,2.4892,18.7656,174.52,1,1651.5556,2.2948,9.4634,30,12,0,0,12,12,174.52,0.001,0,1,0,8,7,W,0.7644,0.0214,0.0214,1.019,0.1106,4.622,3.6817,1.5186,1.381,3.2179,3.2179,1.426,0.301,1.7901,1.8783,1.4403,2.0054,3.4775,3.3829,0.1354,-3,1.0212,2.0473,-2,-2,0.0043,2.8571,2.4391,2.213,0.6031,-1.9586,-2,0.0124,0.3626,1.0795,2.2419,-2,0.9403,1.774,-2,1.2734,3.2179,0.9765,1.0795,-0.165,-1.5031,100.3927,2.0017,0
1220,2.15,272,2,29,26,83.06,0,1,27.412,467.36,5.5,2,4.5,23.8182,27.412,1741.127,467.36,0,1398.4127,2.366,591.0464,53.9361,1273.767,-73.1576,3.7255,0,83.06,3,2.1327,0,95.9459,0.9367,32.5852,3.417,83.6663,68.95,3.7255,1.3669,1741.127,1741.127,4,12,8,12,0,0,0,0.6667,1,0,100,2,7,D,0.1151,49.7498,49.7498,0.3533,0.3345,3.1456,2.7716,2.4346,1.3769,3.2408,2.6697,1.4379,0.4771,1.7953,1.8808,1.4624,1.9998,3.4776,2.6697,0.3289,-3,1.0212,1.9194,2,0.0043,0.5723,-2,1.9194,-2,0.3032,-0.1696,-2,-0.4397,3.2408,-2,-2,0.9036,0.374,-2,3.1051,1.9226,0.1389,3.2408,-2,0.5712,1.6969,247.9038,2.3943,0
1221,1.1,19,4,27.89,25.11,96.01,0.03,2,26.3102,376.2228,6.5,3,4.5,23.2783,26.3102,1590.571,376.2228,0,958.8352,2.3254,412.3243,56.3747,1214.3482,-76.3467,4.2277,0,95.98,2.78,3.0623,0.0312,96.186,0.8575,33.0177,3.2594,105.3131,196.84,4.2277,1.3098,1590.571,1590.571,3,12,9,12,0,0,0,0.75,1,0,100,2,7,D,0.7242,85.5515,85.5515,0.27,0.0453,2.9817,2.6152,1.279,1.367,3.2016,2.5754,1.4201,0.444,1.7875,1.8757,1.4454,2.0008,3.4776,2.5754,0.486,-3,1.0212,1.9822,2,0.0043,0.6271,-2,1.9823,-1.5229,0.6031,-0.1192,-2,-0.5528,3.2016,-2,-2,0.9547,0.3665,-1.5058,3.0843,2.0225,0.1205,3.2016,-2,0.6261,1.9323,980.1056,2.9913,0
1222,4.73,629,230,30.39,27.72,58.93,0.03,1,28.7593,206.2734,5.5,2,4.5,25.2916,28.7593,1879.6039,206.2734,0,119.0912,0.7833,152.0463,50.6816,1673.3305,-89.0257,9.1122,0,58.9,2.67,3.4283,0.0509,96.4584,0.808,21.9459,2.8095,127.671,68.95,9.1122,1.1233,1879.6039,1879.6039,0,12,12,12,0,0,0,1,1,0,100,1,7,D,0.3178,203.5863,5.0155,0.02,0.6758,2.0759,2.182,2.7987,1.403,3.2741,2.3144,1.4588,0.4265,1.8045,1.8905,1.4827,2.002,3.4775,2.3144,0.5351,-3,1.0212,1.7701,2,0.0043,0.9601,-2,1.7703,-1.5229,2.3617,0.0043,-2,-1.5229,3.2741,-2,-2,1.0795,-0.1061,-1.2933,3.2236,2.1061,0.0543,3.2741,-2,0.9596,0.7012,59.7312,1.7762,0
1223,11.28,19,6,35.39,24.72,7.11,0.03,4,29.375,19.4564,8.5,3,4.5,20.8809,29.375,1791.9248,19.4564,0,1.1401,0.3777,3.0189,45.3121,1772.4684,-98.9142,92.0995,0,7.08,10.67,4.3852,0.4219,86.7272,4.3951,2.1757,14.9621,134.1896,68.95,92.0995,1.011,1791.9248,1791.9248,0,12,12,12,0,0,0,1,1,0,100,1,6,D,13.538,225,0,0.02,1.0527,0.0569,0.4798,1.279,1.3197,3.2533,1.2891,1.468,1.0282,1.8087,1.8734,1.5489,1.9577,3.4793,1.2891,0.642,-3,1.0212,0.85,2,0.0043,1.9643,-2,0.8519,-1.5229,0.7789,0.0043,-2,-1.5229,3.2533,-2,-2,1.0795,-0.4229,-0.3748,3.2486,2.1277,0.009,3.2533,-2,1.9643,-2,0.3644,-0.4372,0
1224,9.52,3420,125,25.56,19.72,58.42,0.03,-4,23.0787,198.1454,0.5,1,4.5,18.996,23.0787,1171.4622,198.1454,0,309.0409,2.1728,142.2307,63.739,973.3168,-83.0856,5.9121,0,58.39,5.84,3.538,0.0514,91.7234,2.1694,16.2616,9.4,98.4828,68.95,5.9121,1.2036,1171.4622,1171.4622,1,12,11,12,0,0,0,0.9167,1,0,100,1,6,D,3.001,110.8552,24.6982,0.1033,0.9791,2.49,2.153,3.534,1.2787,3.0687,2.297,1.3632,0.7664,1.764,1.8434,1.4076,1.981,3.4785,2.297,0.5488,-3,1.0212,1.7663,2,0.0043,0.7725,-2,1.7666,-1.5229,2.0969,-0.0331,-2,-0.9458,3.0687,-2,-2,1.0418,0.337,-1.289,2.9883,1.9934,0.0841,3.0687,-2,0.7717,1.3928,93.9672,1.973,0
1225,4.68,573,108,30,26.89,43.94,1.02,0.1,28.1667,174.244,4.6,2,4.5,24.4,28.1667,1823.909,174.244,0,89.0029,0.7746,114.9005,51.8051,1649.665,-90.4467,10.4676,0,42.92,3.11,3.0261,2.3213,95.8533,1.0412,14.9799,3.6967,103.1648,68.95,10.4676,1.1056,1823.909,1823.909,0,12,12,12,0,0,0,1,1,0,100,1,7,D,0.0029,181.9796,7.2834,0.02,0.6712,1.9494,2.0603,2.7582,1.3874,3.261,2.2412,1.4497,0.4928,1.8005,1.8859,1.4771,1.9994,3.4777,2.2412,0.4809,-3,1.0212,1.6327,2,0.0043,1.0203,-2,1.6429,0.0086,2.0335,0.0043,-2,-1.5229,3.261,-2,-2,1.0795,-0.1109,0.3657,3.2174,2.0135,0.0475,3.261,-2,1.0198,0.8629,46.8555,1.6708,0
1226,9.5,2656,150,27.72,21.22,35.05,0,0.1,24.7176,96.266,4.6,2,4.5,19.7778,24.7176,1369.3423,96.266,0,41.4831,0.9667,42.9106,58.7475,1273.0763,-92.9699,14.2246,0,35.05,6.5,4.3691,0,91.0616,2.5255,10.4326,10.2172,130.0465,68.95,14.2246,1.0756,1369.3423,1369.3423,0,12,12,12,0,0,0,1,1,0,100,1,6,D,0.0034,225,0,0.02,0.9782,1.6179,1.6326,3.4242,1.2962,3.1365,1.9835,1.393,0.8129,1.7761,1.8526,1.4428,1.978,3.4786,1.9835,0.6404,-3,1.0212,1.5447,2,0.0043,1.1533,-2,1.5447,-2,2.1761,0.0043,-2,-1.5229,3.1365,-2,-2,1.0795,-0.0147,-2,3.1049,2.1141,0.0357,3.1365,-2,1.153,-2,16.5733,1.2194,0
1227,9.52,4500,190,24.39,17.78,81.28,0.03,2,21.7917,416.5854,6.5,3,4.5,17.8783,21.7917,1062.6824,416.5854,0,2093.604,4.2873,488.3247,66.7349,646.097,-60.7987,2.5509,0,81.25,6.61,2.3413,0.0369,90.4741,2.6444,28.8224,12.1349,83.0246,68.95,2.5509,1.6448,1062.6824,1062.6824,5,12,6,12,0,0,0,0.5,1,0,100,2,5,D,0.3086,24.4437,24.4437,0.52,0.9791,3.3209,2.6887,3.6532,1.2523,3.0264,2.6197,1.3383,0.8202,1.7543,1.8311,1.3872,1.9753,3.4789,2.6197,0.3695,-3,1.0212,1.9098,2,0.0043,0.4084,-2,1.91,-1.5229,2.2788,-0.2924,-2,-0.2757,3.0264,-2,-2,0.7789,0.6322,-1.433,2.8103,1.9192,0.2187,3.0264,-2,0.4067,1.3883,237.2708,2.3752,0
1228,8.47,2313,203,26.11,20.22,40.64,0.03,-4,24.1389,119.507,0.5,1,4.5,19.28,24.1389,1282.379,119.507,0,70.1755,1.1421,61.4431,62.3832,1162.872,-90.6808,10.7306,0,40.61,5.89,4.0808,0.0738,91.7171,1.737,13.8387,7.1958,138.958,68.95,10.7306,1.1028,1282.379,1282.379,0,12,12,12,0,0,0,1,1,0,100,1,6,D,4.4303,185.0127,3.4796,0.02,0.9284,1.8462,1.7885,3.3642,1.2851,3.108,2.0774,1.3827,0.7701,1.7719,1.8465,1.4168,1.981,3.4782,2.0774,0.6107,-3,1.0212,1.6086,2,0.0043,1.031,-2,1.609,-1.5229,2.3075,0.0043,-2,-1.5229,3.108,-2,-2,1.0795,0.0577,-1.1319,3.0655,2.1429,0.0464,3.108,-2,1.0306,0.5428,32.9011,1.5172,0
1229,2.03,55,4,28.89,25.39,82.04,0,2,27.0648,398.526,6.5,3,4.5,23.1401,27.0648,1696.5283,398.526,0,826.8802,1.8226,453.6888,54.5133,1298.0023,-76.5093,4.257,0,82.04,3.5,2.4703,0,95.2632,0.985,26.346,3.6393,79.3303,196.84,4.257,1.307,1696.5283,1696.5283,2,12,10,12,0,0,0,0.8333,1,0,100,2,7,D,0.5618,73.6193,73.6193,0.1867,0.3096,2.9174,2.6568,1.7404,1.3644,3.2296,2.6005,1.4324,0.5441,1.7928,1.8773,1.4607,1.9968,3.4776,2.6005,0.3927,-3,1.0212,1.914,2,0.0043,0.6301,-2,1.914,-2,0.6031,-0.074,-2,-0.7062,3.2296,-2,-2,1.0004,0.2607,-2,3.1133,1.8994,0.1196,3.2296,-2,0.6291,1.8671,876.5169,2.9428,0
1230,26.28,6213,200,20.22,11.5,156.97,10.92,-1,16.6525,918.72,3.5,2,4.5,14.89,16.6525,799.2948,742.6132,215.9629,17513.6581,13.7376,1274.8704,72.8766,56.6816,14.9413,0.87,0,146.05,8.72,2.0503,6.9567,86.6299,3.2116,56.834,19.2859,74.2346,108.75,1.0763,14.1015,3.7011,16.504,22,12,0,4,8,10,48.4304,0.001,0.3333,0.8333,33.3333,7,4,W,0.0304,0.02,0.02,1.019,1.4198,4.2434,3.1055,3.7933,1.1729,2.9027,2.8708,1.2215,0.9405,1.7131,1.7889,1.3058,1.9573,3.4799,2.9632,0.3118,-3,1.0212,2.1645,1.523,-0.4643,0.0359,2.3344,2.1958,1.0382,2.3011,-1.9586,-2,0.0124,0.5695,0.9036,1.6852,-2,1.1379,0.8424,1.7535,1.8706,1.1496,1.2179,1.0004,-0.0605,-1.5229,1487.9153,3.1726,0
